"No.","Time","Source","Destination","Protocol","Length","Info"
"700","313.130282","192.168.199.132","192.168.199.133","TCP","66","49670  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"701","313.130540","192.168.199.133","192.168.199.132","TCP","66","445  >  49670 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"702","313.130715","192.168.199.132","192.168.199.133","TCP","54","49670  >  445 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"703","313.130954","192.168.199.132","192.168.199.133","SMB","213","Negotiate Protocol Request"
"704","313.155299","192.168.199.133","192.168.199.132","SMB2","506","Negotiate Protocol Response"
"705","313.155543","192.168.199.132","192.168.199.133","SMB2","232","Negotiate Protocol Request"
"706","313.160639","192.168.199.133","192.168.199.132","SMB2","566","Negotiate Protocol Response"
"707","313.164701","192.168.199.132","192.168.199.133","SMB2","220","Session Setup Request, NTLMSSP_NEGOTIATE"
"708","313.165345","192.168.199.133","192.168.199.132","SMB2","401","Session Setup Response, Error: STATUS_MORE_PROCESSING_REQUIRED, NTLMSSP_CHALLENGE"
"709","313.167680","192.168.199.132","192.168.199.133","SMB2","711","Session Setup Request, NTLMSSP_AUTH, User: DESKTOP-2AEFM7G\\user"
"710","313.169545","192.168.199.133","192.168.199.132","SMB2","131","Session Setup Response, Error: STATUS_LOGON_FAILURE"
"711","313.169838","192.168.199.132","192.168.199.133","TCP","54","49670  >  445 [RST, ACK] Seq=1161 Ack=1389 Win=0 Len=0"
"712","313.188795","192.168.199.132","192.168.199.133","TCP","66","49671  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"713","313.188975","192.168.199.133","192.168.199.132","TCP","66","445  >  49671 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"714","313.189116","192.168.199.132","192.168.199.133","TCP","54","49671  >  445 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"715","313.189252","192.168.199.132","192.168.199.133","SMB2","232","Negotiate Protocol Request"
"716","313.195360","192.168.199.133","192.168.199.132","SMB2","566","Negotiate Protocol Response"
"717","313.196766","192.168.199.132","192.168.199.133","SMB2","220","Session Setup Request, NTLMSSP_NEGOTIATE"
"718","313.197152","192.168.199.133","192.168.199.132","SMB2","401","Session Setup Response, Error: STATUS_MORE_PROCESSING_REQUIRED, NTLMSSP_CHALLENGE"
"719","313.197799","192.168.199.132","192.168.199.133","SMB2","711","Session Setup Request, NTLMSSP_AUTH, User: DESKTOP-2AEFM7G\\user"
"720","313.198299","192.168.199.133","192.168.199.132","SMB2","131","Session Setup Response, Error: STATUS_LOGON_FAILURE"
"721","313.198570","192.168.199.132","192.168.199.133","TCP","54","49671  >  445 [RST, ACK] Seq=1002 Ack=937 Win=0 Len=0"
"722","313.199833","192.168.199.132","192.168.199.133","TCP","66","49672  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"723","313.199933","192.168.199.133","192.168.199.132","TCP","66","445  >  49672 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"724","313.200082","192.168.199.132","192.168.199.133","TCP","54","49672  >  445 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"725","313.200254","192.168.199.132","192.168.199.133","SMB2","232","Negotiate Protocol Request"
"726","313.206068","192.168.199.133","192.168.199.132","SMB2","566","Negotiate Protocol Response"
"727","313.206844","192.168.199.132","192.168.199.133","SMB2","220","Session Setup Request, NTLMSSP_NEGOTIATE"
"728","313.207097","192.168.199.133","192.168.199.132","SMB2","401","Session Setup Response, Error: STATUS_MORE_PROCESSING_REQUIRED, NTLMSSP_CHALLENGE"
"729","313.207991","192.168.199.132","192.168.199.133","SMB2","711","Session Setup Request, NTLMSSP_AUTH, User: DESKTOP-2AEFM7G\\user"
"730","313.208495","192.168.199.133","192.168.199.132","SMB2","131","Session Setup Response, Error: STATUS_LOGON_FAILURE"
"731","313.208691","192.168.199.132","192.168.199.133","TCP","54","49672  >  445 [RST, ACK] Seq=1002 Ack=937 Win=0 Len=0"
"732","313.212335","192.168.199.132","192.168.199.133","TCP","66","49673  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"733","313.212489","192.168.199.133","192.168.199.132","TCP","66","445  >  49673 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"734","313.212621","192.168.199.132","192.168.199.133","TCP","54","49673  >  445 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"735","313.212800","192.168.199.132","192.168.199.133","SMB2","232","Negotiate Protocol Request"
"736","313.218044","192.168.199.133","192.168.199.132","SMB2","566","Negotiate Protocol Response"
"737","313.218652","192.168.199.132","192.168.199.133","SMB2","220","Session Setup Request, NTLMSSP_NEGOTIATE"
"738","313.218945","192.168.199.133","192.168.199.132","SMB2","401","Session Setup Response, Error: STATUS_MORE_PROCESSING_REQUIRED, NTLMSSP_CHALLENGE"
"739","313.219611","192.168.199.132","192.168.199.133","SMB2","711","Session Setup Request, NTLMSSP_AUTH, User: DESKTOP-2AEFM7G\\user"
"740","313.220118","192.168.199.133","192.168.199.132","SMB2","131","Session Setup Response, Error: STATUS_LOGON_FAILURE"
"741","313.220318","192.168.199.132","192.168.199.133","TCP","54","49673  >  445 [RST, ACK] Seq=1002 Ack=937 Win=0 Len=0"
"742","313.304412","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xfa7d A geo-prod.do.dsp.mp.microsoft.com"
"743","314.319875","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xfa7d A geo-prod.do.dsp.mp.microsoft.com"
"744","316.320067","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xfa7d A geo-prod.do.dsp.mp.microsoft.com"
"745","320.323216","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xfa7d A geo-prod.do.dsp.mp.microsoft.com"
"746","325.577588","192.168.199.132","192.168.199.1","DNS","74","Standard query 0xffe8 A pipe.skype.com"
"747","326.571406","192.168.199.132","192.168.199.1","DNS","74","Standard query 0xffe8 A pipe.skype.com"
"748","327.345336","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x136c A geover-prod.do.dsp.mp.microsoft.com"
"749","327.580182","192.168.199.132","192.168.199.1","DNS","74","Standard query 0xffe8 A pipe.skype.com"
"750","328.351357","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x136c A geover-prod.do.dsp.mp.microsoft.com"
"751","329.351769","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x136c A geover-prod.do.dsp.mp.microsoft.com"
"752","329.579726","192.168.199.132","192.168.199.1","DNS","74","Standard query 0xffe8 A pipe.skype.com"
"753","331.190062","VMware_03:df:ad","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.132"
"754","331.190097","VMware_c0:00:01","VMware_03:df:ad","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"755","331.351371","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x136c A geover-prod.do.dsp.mp.microsoft.com"
"756","332.639352","192.168.199.132","192.168.199.133","TCP","66","49674  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"757","332.639533","192.168.199.133","192.168.199.132","TCP","66","445  >  49674 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"758","332.639688","192.168.199.132","192.168.199.133","TCP","54","49674  >  445 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"759","332.639832","192.168.199.132","192.168.199.133","SMB","213","Negotiate Protocol Request"
"760","332.645583","192.168.199.133","192.168.199.132","SMB2","506","Negotiate Protocol Response"
"761","332.645850","192.168.199.132","192.168.199.133","SMB2","232","Negotiate Protocol Request"
"762","332.653877","192.168.199.133","192.168.199.132","SMB2","566","Negotiate Protocol Response"
"763","332.655008","192.168.199.132","192.168.199.133","SMB2","220","Session Setup Request, NTLMSSP_NEGOTIATE"
"764","332.655228","192.168.199.133","192.168.199.132","SMB2","401","Session Setup Response, Error: STATUS_MORE_PROCESSING_REQUIRED, NTLMSSP_CHALLENGE"
"765","332.655604","192.168.199.132","192.168.199.133","SMB2","723","Session Setup Request, NTLMSSP_AUTH, User: DESKTOP-2AEFM7G\\Tim Tester"
"766","332.656343","192.168.199.133","192.168.199.132","SMB2","131","Session Setup Response, Error: STATUS_LOGON_FAILURE"
"767","332.656575","192.168.199.132","192.168.199.133","TCP","54","49674  >  445 [RST, ACK] Seq=1173 Ack=1389 Win=0 Len=0"
"768","333.581138","192.168.199.132","192.168.199.1","DNS","74","Standard query 0xffe8 A pipe.skype.com"
"769","335.367350","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x136c A geover-prod.do.dsp.mp.microsoft.com"
"770","339.392647","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x371d A geo-prod.do.dsp.mp.microsoft.com"
"771","340.288538","VMware_61:f5:5f","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.133"
"772","340.288573","VMware_c0:00:01","VMware_61:f5:5f","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"773","340.398930","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x371d A geo-prod.do.dsp.mp.microsoft.com"
"774","341.398839","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x371d A geo-prod.do.dsp.mp.microsoft.com"
"775","343.413696","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x371d A geo-prod.do.dsp.mp.microsoft.com"
"776","347.413548","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x371d A geo-prod.do.dsp.mp.microsoft.com"
"777","351.421132","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x2dc5 A geover-prod.do.dsp.mp.microsoft.com"
"778","352.420213","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x2dc5 A geover-prod.do.dsp.mp.microsoft.com"
"779","353.429306","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x2dc5 A geover-prod.do.dsp.mp.microsoft.com"
"780","355.444809","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x2dc5 A geover-prod.do.dsp.mp.microsoft.com"
"781","359.445105","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x2dc5 A geover-prod.do.dsp.mp.microsoft.com"
"782","363.461245","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xfb2b A geo-prod.do.dsp.mp.microsoft.com"
"783","364.476408","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xfb2b A geo-prod.do.dsp.mp.microsoft.com"
"784","365.494371","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xfb2b A geo-prod.do.dsp.mp.microsoft.com"
"785","367.507772","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xfb2b A geo-prod.do.dsp.mp.microsoft.com"
"786","368.288389","VMware_61:f5:5f","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.133"
"787","368.288412","VMware_c0:00:01","VMware_61:f5:5f","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"788","371.508022","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xfb2b A geo-prod.do.dsp.mp.microsoft.com"
"789","378.430812","192.168.199.133","192.168.199.1","DNS","72","Standard query 0x8ab3 A ssw.live.com"
"790","379.429640","192.168.199.133","192.168.199.1","DNS","72","Standard query 0x8ab3 A ssw.live.com"
"791","380.445008","192.168.199.133","192.168.199.1","DNS","72","Standard query 0x8ab3 A ssw.live.com"
"792","382.461318","192.168.199.133","192.168.199.1","DNS","72","Standard query 0x8ab3 A ssw.live.com"
"793","386.467721","192.168.199.133","192.168.199.1","DNS","72","Standard query 0x8ab3 A ssw.live.com"
"794","390.633998","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x5b2c A geover-prod.do.dsp.mp.microsoft.com"
"795","391.633175","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x5b2c A geover-prod.do.dsp.mp.microsoft.com"
"796","392.633620","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x5b2c A geover-prod.do.dsp.mp.microsoft.com"
"797","394.648359","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x5b2c A geover-prod.do.dsp.mp.microsoft.com"
"798","395.288872","VMware_61:f5:5f","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.133"
"799","395.288913","VMware_c0:00:01","VMware_61:f5:5f","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"800","398.650875","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x5b2c A geover-prod.do.dsp.mp.microsoft.com"
"801","400.230426","192.168.199.1","192.168.199.255","BROWSER","246","Domain/Workgroup Announcement WORKGROUP, NT Workstation, Domain Enum"
"802","402.715283","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xc889 A geo-prod.do.dsp.mp.microsoft.com"
"803","403.711014","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xc889 A geo-prod.do.dsp.mp.microsoft.com"
"804","404.711123","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xc889 A geo-prod.do.dsp.mp.microsoft.com"
"805","406.728304","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xc889 A geo-prod.do.dsp.mp.microsoft.com"
"806","410.728254","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xc889 A geo-prod.do.dsp.mp.microsoft.com"
"807","414.784917","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x39c2 A kv401-prod.do.dsp.mp.microsoft.com"
"808","415.773711","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x39c2 A kv401-prod.do.dsp.mp.microsoft.com"
"809","416.790604","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x39c2 A kv401-prod.do.dsp.mp.microsoft.com"
"810","418.789341","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x39c2 A kv401-prod.do.dsp.mp.microsoft.com"
"811","421.788753","VMware_61:f5:5f","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.133"
"812","421.788799","VMware_c0:00:01","VMware_61:f5:5f","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"813","422.789623","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x39c2 A kv401-prod.do.dsp.mp.microsoft.com"
"814","426.861019","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x7188 A geover-prod.do.dsp.mp.microsoft.com"
"815","427.852104","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x7188 A geover-prod.do.dsp.mp.microsoft.com"
"816","428.867018","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x7188 A geover-prod.do.dsp.mp.microsoft.com"
"817","429.725570","fe80::78da:c04d:12da:8a08","ff02::1:2","DHCPv6","145","Solicit XID: 0xed280b CID: 0001000118659849b888e3ab8379 "
"818","430.726027","fe80::78da:c04d:12da:8a08","ff02::1:2","DHCPv6","145","Solicit XID: 0xed280b CID: 0001000118659849b888e3ab8379 "
"819","430.867161","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x7188 A geover-prod.do.dsp.mp.microsoft.com"
"820","431.726023","fe80::78da:c04d:12da:8a08","ff02::1:2","DHCPv6","145","Solicit XID: 0xed280b CID: 0001000118659849b888e3ab8379 "
"821","433.726476","fe80::78da:c04d:12da:8a08","ff02::1:2","DHCPv6","145","Solicit XID: 0xed280b CID: 0001000118659849b888e3ab8379 "
"822","434.886483","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x7188 A geover-prod.do.dsp.mp.microsoft.com"
"823","437.726684","fe80::78da:c04d:12da:8a08","ff02::1:2","DHCPv6","145","Solicit XID: 0xed280b CID: 0001000118659849b888e3ab8379 "
"824","438.903640","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xa139 A geo-prod.do.dsp.mp.microsoft.com"
"825","439.916022","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xa139 A geo-prod.do.dsp.mp.microsoft.com"
"826","440.931668","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xa139 A geo-prod.do.dsp.mp.microsoft.com"
"827","442.932170","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xa139 A geo-prod.do.dsp.mp.microsoft.com"
"828","445.727195","fe80::78da:c04d:12da:8a08","ff02::1:2","DHCPv6","145","Solicit XID: 0xed280b CID: 0001000118659849b888e3ab8379 "
"829","446.947638","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xa139 A geo-prod.do.dsp.mp.microsoft.com"
"830","451.788857","VMware_61:f5:5f","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.133"
"831","451.788876","VMware_c0:00:01","VMware_61:f5:5f","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"832","453.951667","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x784f A geover-prod.do.dsp.mp.microsoft.com"
"833","454.948439","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x784f A geover-prod.do.dsp.mp.microsoft.com"
"834","455.948042","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x784f A geover-prod.do.dsp.mp.microsoft.com"
"835","457.962388","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x784f A geover-prod.do.dsp.mp.microsoft.com"
"836","461.727216","fe80::78da:c04d:12da:8a08","ff02::1:2","DHCPv6","145","Solicit XID: 0xed280b CID: 0001000118659849b888e3ab8379 "
"837","461.961125","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x784f A geover-prod.do.dsp.mp.microsoft.com"
"838","465.999215","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x102b A geo-prod.do.dsp.mp.microsoft.com"
"839","467.007986","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x102b A geo-prod.do.dsp.mp.microsoft.com"
"840","468.008086","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x102b A geo-prod.do.dsp.mp.microsoft.com"
"841","470.024140","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x102b A geo-prod.do.dsp.mp.microsoft.com"
"842","474.032789","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x102b A geo-prod.do.dsp.mp.microsoft.com"
"843","478.788602","VMware_61:f5:5f","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.133"
"844","478.788637","VMware_c0:00:01","VMware_61:f5:5f","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"845","480.371979","fe80::65b5:3a97:92d1:9199","ff02::1:2","DHCPv6","157","Solicit XID: 0xbbb01d CID: 000100011f0c78b5000c2961f55f "
"846","481.048573","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x5744 A geover-prod.do.dsp.mp.microsoft.com"
"847","481.367366","fe80::65b5:3a97:92d1:9199","ff02::1:2","DHCPv6","157","Solicit XID: 0xbbb01d CID: 000100011f0c78b5000c2961f55f "
"848","482.055705","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x5744 A geover-prod.do.dsp.mp.microsoft.com"
"849","482.383265","fe80::65b5:3a97:92d1:9199","ff02::1:2","DHCPv6","157","Solicit XID: 0xbbb01d CID: 000100011f0c78b5000c2961f55f "
"850","483.055720","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x5744 A geover-prod.do.dsp.mp.microsoft.com"
"851","484.137649","192.168.199.132","192.168.199.133","TCP","66","49675  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"852","484.138135","192.168.199.133","192.168.199.132","TCP","66","445  >  49675 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"853","484.138538","192.168.199.132","192.168.199.133","TCP","54","49675  >  445 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"854","484.138778","192.168.199.132","192.168.199.133","SMB","213","Negotiate Protocol Request"
"855","484.145229","192.168.199.133","192.168.199.132","SMB2","506","Negotiate Protocol Response"
"856","484.145574","192.168.199.132","192.168.199.133","SMB2","232","Negotiate Protocol Request"
"857","484.151183","192.168.199.133","192.168.199.132","SMB2","566","Negotiate Protocol Response"
"858","484.152348","192.168.199.132","192.168.199.133","SMB2","220","Session Setup Request, NTLMSSP_NEGOTIATE"
"859","484.152646","192.168.199.133","192.168.199.132","SMB2","401","Session Setup Response, Error: STATUS_MORE_PROCESSING_REQUIRED, NTLMSSP_CHALLENGE"
"860","484.153001","192.168.199.132","192.168.199.133","SMB2","733","Session Setup Request, NTLMSSP_AUTH, User: DESKTOP-2AEFM7G\\Willi Wireshark"
"861","484.153935","192.168.199.133","192.168.199.132","SMB2","159","Session Setup Response"
"862","484.154356","192.168.199.132","192.168.199.133","SMB2","174","Tree Connect Request Tree: \\\\192.168.199.133\\IPC$"
"863","484.154509","192.168.199.133","192.168.199.132","SMB2","138","Tree Connect Response"
"864","484.154642","192.168.199.132","192.168.199.133","SMB2","178","Ioctl Request FSCTL_QUERY_NETWORK_INTERFACE_INFO"
"865","484.154799","192.168.199.133","192.168.199.132","SMB2","474","Ioctl Response FSCTL_QUERY_NETWORK_INTERFACE_INFO"
"866","484.156068","192.168.199.132","192.168.199.133","SMB2","190","Create Request File: srvsvc"
"867","484.156282","192.168.199.133","192.168.199.132","SMB2","210","Create Response File: srvsvc"
"868","484.156401","192.168.199.132","192.168.199.133","SMB2","162","GetInfo Request FILE_INFO/SMB2_FILE_STANDARD_INFO File: srvsvc"
"869","484.156472","192.168.199.133","192.168.199.132","SMB2","154","GetInfo Response"
"870","484.156600","192.168.199.132","192.168.199.133","DCERPC","330","Bind: call_id: 2, Fragment: Single, 3 context items: SRVSVC V3.0 (32bit NDR), SRVSVC V3.0 (64bit NDR), SRVSVC V3.0 (6cb71c2c-9812-4540-0300-000000000000)"
"871","484.156723","192.168.199.133","192.168.199.132","SMB2","138","Write Response"
"872","484.156819","192.168.199.132","192.168.199.133","SMB2","171","Read Request Len:1024 Off:0 File: srvsvc"
"873","484.156902","192.168.199.133","192.168.199.132","DCERPC","254","Bind_ack: call_id: 2, Fragment: Single, max_xmit: 4280 max_recv: 4280, 3 results: Provider rejection, Acceptance, Negotiate ACK"
"874","484.157011","192.168.199.132","192.168.199.133","SRVSVC","322","NetShareEnumAll request"
"875","484.157127","192.168.199.133","192.168.199.132","SMB2","138","Write Response"
"876","484.158527","192.168.199.132","192.168.199.133","SMB2","171","Read Request Len:1024 Off:0 File: srvsvc"
"877","484.158769","192.168.199.133","192.168.199.132","SRVSVC","574","NetShareEnumAll response"
"878","484.158960","192.168.199.132","192.168.199.133","SMB2","146","Close Request File: srvsvc"
"879","484.160016","192.168.199.133","192.168.199.132","SMB2","182","Close Response"
"880","484.219678","192.168.199.132","192.168.199.133","TCP","54","49675  >  445 [ACK] Seq=2541 Ack=3193 Win=65536 Len=0"
"881","484.398130","fe80::65b5:3a97:92d1:9199","ff02::1:2","DHCPv6","157","Solicit XID: 0xbbb01d CID: 000100011f0c78b5000c2961f55f "
"882","485.055409","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x5744 A geover-prod.do.dsp.mp.microsoft.com"
"883","488.398281","fe80::65b5:3a97:92d1:9199","ff02::1:2","DHCPv6","157","Solicit XID: 0xbbb01d CID: 000100011f0c78b5000c2961f55f "
"884","489.070334","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x5744 A geover-prod.do.dsp.mp.microsoft.com"
"885","493.082169","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x7cf5 A kv401-prod.do.dsp.mp.microsoft.com"
"886","493.727331","fe80::78da:c04d:12da:8a08","ff02::1:2","DHCPv6","145","Solicit XID: 0xed280b CID: 0001000118659849b888e3ab8379 "
"887","494.086124","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x7cf5 A kv401-prod.do.dsp.mp.microsoft.com"
"888","495.101309","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x7cf5 A kv401-prod.do.dsp.mp.microsoft.com"
"889","496.413995","fe80::65b5:3a97:92d1:9199","ff02::1:2","DHCPv6","157","Solicit XID: 0xbbb01d CID: 000100011f0c78b5000c2961f55f "
"890","497.101484","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x7cf5 A kv401-prod.do.dsp.mp.microsoft.com"
"891","501.101443","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x7cf5 A kv401-prod.do.dsp.mp.microsoft.com"
"892","505.113613","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xcf40 A geover-prod.do.dsp.mp.microsoft.com"
"893","505.788922","VMware_61:f5:5f","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.133"
"894","505.788943","VMware_c0:00:01","VMware_61:f5:5f","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"895","506.117571","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xcf40 A geover-prod.do.dsp.mp.microsoft.com"
"896","507.118849","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xcf40 A geover-prod.do.dsp.mp.microsoft.com"
"897","509.132626","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xcf40 A geover-prod.do.dsp.mp.microsoft.com"
"898","512.414198","fe80::65b5:3a97:92d1:9199","ff02::1:2","DHCPv6","157","Solicit XID: 0xbbb01d CID: 000100011f0c78b5000c2961f55f "
"899","513.132685","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xcf40 A geover-prod.do.dsp.mp.microsoft.com"
"900","514.164114","192.168.199.132","192.168.199.133","TCP","55","[TCP Keep-Alive] 49675  >  445 [ACK] Seq=2540 Ack=3193 Win=65536 Len=1"
"901","514.164268","192.168.199.133","192.168.199.132","TCP","66","[TCP Keep-Alive ACK] 445  >  49675 [ACK] Seq=3193 Ack=2541 Win=64768 Len=0 SLE=2540 SRE=2541"
"902","517.163393","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xe89c A geo-prod.do.dsp.mp.microsoft.com"
"903","518.164287","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xe89c A geo-prod.do.dsp.mp.microsoft.com"
"904","518.788685","VMware_61:f5:5f","VMware_03:df:ad","ARP","42","Who has 192.168.199.132? Tell 192.168.199.133"
"905","518.788936","VMware_03:df:ad","VMware_61:f5:5f","ARP","42","192.168.199.132 is at 00:0c:29:03:df:ad"
"906","519.180381","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xe89c A geo-prod.do.dsp.mp.microsoft.com"
"907","521.195219","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xe89c A geo-prod.do.dsp.mp.microsoft.com"
"908","525.210711","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xe89c A geo-prod.do.dsp.mp.microsoft.com"
"909","528.247001","192.168.199.132","192.168.199.1","DNS","84","Standard query 0x4f6a A sls.update.microsoft.com"
"910","529.247405","192.168.199.132","192.168.199.1","DNS","84","Standard query 0x4f6a A sls.update.microsoft.com"
"911","530.248511","192.168.199.132","192.168.199.1","DNS","84","Standard query 0x4f6a A sls.update.microsoft.com"
"912","532.203033","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x7b21 A kv401-prod.do.dsp.mp.microsoft.com"
"913","532.250213","192.168.199.132","192.168.199.1","DNS","84","Standard query 0x4f6a A sls.update.microsoft.com"
"914","533.184613","VMware_03:df:ad","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.132"
"915","533.184648","VMware_c0:00:01","VMware_03:df:ad","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"916","533.195506","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x7b21 A kv401-prod.do.dsp.mp.microsoft.com"
"917","534.211323","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x7b21 A kv401-prod.do.dsp.mp.microsoft.com"
